0,20
1,7
2,0
3,0
4,19
5,0
6,0
7,0
8,19
9,19
10,0
11,0
12,0
13,0
14,0
15,22
16,0
17,0
18,20
19,0
20,52
21,22
22,21
23,18
24,13
25,21
26,21
27,21
28,21
29,22
30,0
31,0
32,0
33,0
34,0
35,21
36,1
37,0
38,0
39,2
40,0
41,0
42,21
43,21
44,22
45,14
46,0
47,17
48,1
49,17
50,0
51,0
52,13
53,18
54,17
55,0
56,21
57,17
58,17
59,16
60,19
61,0
62,0
63,17
64,17
65,4
66,7
67,0
68,3
69,0
70,0
71,0
72,17
73,4
74,18
75,0
76,0
77,21
78,0
79,18
80,16
81,0
82,17
83,17
84,3
85,0
86,0
87,5
88,0
89,0
90,0
91,0
92,17
93,0
94,17
95,18
96,0
97,15
98,0
99,16
100,17
101,17
102,18
103,16
104,16
105,0
106,18
107,21
108,2
109,17
110,0
111,0
112,17
113,0
114,17
115,0
116,0
117,0
118,17
119,0
120,0
121,9
122,0
123,9
124,0
125,0
126,0
127,0
128,0
129,0
130,13
131,0
132,17
133,15
134,0
135,17
136,0
137,24
138,2
139,16
140,16
141,15
142,0
143,17
144,4
145,0
146,2
147,17
148,0
149,0
150,13
151,0
152,0
153,0
154,7
155,0
156,0
157,15
158,0
159,15
160,17
161,0
162,18
163,0
164,17
165,0
166,0
167,0
168,5
169,0
170,11
171,0
172,0
173,0
174,0
175,16
176,16
177,16
178,16
179,17
180,19
181,3
182,17
183,0
184,0
185,16
186,2
187,0
188,16
189,16
190,17
191,0
192,16
193,16
194,3
195,17
196,0
197,17
198,0
199,15
200,17
201,15
202,16
203,16
204,16
205,0
206,16
207,0
208,0
209,0
210,0
211,16
212,0
213,14
214,1
215,0
216,16
217,17
218,0
219,0
220,1
221,16
222,0
223,15
224,0
225,0
226,0
227,16
228,0
229,14
230,16
231,14
232,0
233,15
234,16
235,6
236,17
237,0
238,0
239,17
240,19
241,0
242,16
243,16
244,0
245,0
246,0
247,13
248,0
249,16
250,16
251,16
252,0
253,16
254,0
255,15
256,16
257,17
258,0
259,1
260,16
261,0
262,1
263,0
264,0
265,16
266,8
267,0
268,5
269,16
270,0
271,0
272,1
273,15
274,11
275,4
276,0
277,7
278,0
279,0
280,0
281,6
282,0
283,13
284,16
285,15
286,16
287,0
288,15
289,5
290,17
291,0
292,0
293,16
294,16
295,0
296,16
297,3
298,16
299,0
300,0
301,18
302,0
303,16
304,0
305,16
306,16
307,0
308,8
309,0
310,0
311,2
312,0
313,13
314,15
315,0
316,16
317,16
318,16
319,16
320,0
321,0
322,16
323,15
324,16
325,6
326,0
327,0
328,14
329,16
330,0
331,0
332,17
333,5
334,0
335,0
336,0
337,15
338,16
339,10
340,16
341,16
342,8
343,0
344,0
345,0
346,16
347,16
348,0
349,0
350,0
351,4
352,0
353,0
354,16
355,9
356,16
357,0
358,1
359,12
360,15
361,16
362,6
363,16
364,0
365,16
366,13
367,0
368,16
369,0
370,17
371,0
372,0
373,16
374,10
375,16
376,0
377,6
378,15
379,0
380,0
381,0
382,0
383,0
384,13
385,3
386,0
387,0
388,16
389,16
390,14
391,0
392,16
393,15
394,17
395,0
396,0
397,16
398,15
399,0
400,0
401,16
402,0
403,2
404,16
405,0
406,12
407,15
408,0
409,0
410,0
411,16
412,9
413,11
414,0
415,0
416,16
417,16
418,0
419,0
420,17
421,0
422,13
423,0
424,0
425,0
426,1
427,15
428,15
429,9
430,0
431,3
432,5
433,15
434,17
435,0
436,0
437,14
438,0
439,0
440,9
441,14
442,0
443,0
444,0
445,0
446,0
447,16
448,12
449,16
450,15
451,16
452,0
453,0
454,16
455,1
456,2
457,16
458,12
459,16
460,0
461,0
462,16
463,0
464,11
465,0
466,16
467,16
468,0
469,16
470,15
471,0
472,16
473,0
474,2
475,0
476,0
477,15
478,1
479,17
480,0
481,0
482,17
483,15
484,16
485,0
486,0
487,4
488,0
489,16
490,16
491,14
492,0
493,0
494,16
495,0
496,0
497,0
498,16
499,16
500,0
501,0
502,0
503,14
504,17
505,7
506,14
507,16
508,0
509,0
510,16
511,16
512,0
513,0
514,4
515,0
516,0
517,15
518,0
519,0
520,0
521,0
522,0
523,14
524,0
525,16
526,0
527,17
528,17
529,0
530,0
531,6
532,13
533,0
534,0
535,0
536,16
537,0
538,2
539,16
540,13
541,13
542,6
543,15
544,0
545,0
546,0
547,16
548,15
549,0
550,0
551,13
552,0
553,0
554,15
555,0
556,16
557,15
558,0
559,0
560,0
561,15
562,17
563,15
564,0
565,16
566,1
567,15
568,8
569,0
570,3
571,0
572,13
573,16
574,12
575,0
576,0
577,17
578,0
579,0
580,0
581,9
582,16
583,13
584,0
585,0
586,3
587,9
588,15
589,0
590,0
591,11
592,12
593,0
594,0
595,16
596,0
597,0
598,16
599,15
600,0
601,0
602,0
603,17
604,0
605,0
606,16
607,0
608,15
609,0
610,0
611,13
612,0
613,0
614,0
615,0
616,14
617,0
618,15
619,16
620,16
621,16
622,16
623,14
624,0
625,16
626,13
627,0
628,0
629,2
630,15
631,0
632,0
633,0
634,11
635,0
636,0
637,0
638,0
639,3
640,0
641,0
642,1
643,0
644,6
645,12
646,0
647,13
648,0
649,0
650,13
651,11
652,16
653,17
654,14
655,0
656,17
657,16
658,13
659,17
660,0
661,1
662,0
663,0
664,7
665,9
666,4
667,16
668,13
669,0
670,15
671,0
672,0
673,12
674,16
675,15
676,0
677,13
678,0
679,0
680,7
681,13
682,13
683,13
684,0
685,13
686,0
687,8
688,0
689,0
690,0
691,16
692,0
693,16
694,15
695,9
696,12
697,16
698,16
699,1
700,13
701,0
702,6
703,0
704,0
705,0
706,0
707,1
708,5
709,8
710,15
711,0
712,6
713,0
714,7
715,0
716,0
717,14
718,0
719,0
720,0
721,16
722,14
723,12
724,0
725,13
726,0
727,0
728,0
729,0
730,0
731,16
732,16
733,4
734,0
735,0
736,16
737,0
738,13
739,15
740,16
741,0
742,10
743,0
744,16
745,0
746,13
747,0
748,0
749,0
750,2
751,0
752,6
753,0
754,15
755,0
756,0
757,0
758,1
759,0
760,0
761,0
762,0
763,2
764,13
765,13
766,0
767,2
768,0
769,5
770,16
771,4
772,0
773,0
774,13
775,0
776,15
777,2
778,0
779,14
780,13
781,0
782,12
783,0
784,11
785,0
786,12
787,0
788,0
789,0
790,0
791,13
792,10
793,0
794,0
795,0
796,0
797,13
798,15
799,0
800,0
801,17
802,13
803,16
804,11
805,0
806,0
807,8
808,13
809,0
810,0
811,2
812,0
813,9
814,0
815,15
816,0
817,14
818,13
819,0
820,0
821,0
822,5
823,0
824,1
825,0
826,0
827,13
828,0
829,1
830,0
831,13
832,0
833,11
834,13
835,0
836,0
837,0
838,0
839,0
840,11
841,14
842,0
843,0
844,17
845,0
846,7
847,0
848,0
849,4
850,12
851,13
852,0
853,13
854,7
855,0
856,0
857,0
858,12
859,0
860,15
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,1
870,13
871,0
872,0
873,13
874,13
875,16
876,3
877,16
878,3
879,7
880,0
881,1
882,6
883,6
884,14
885,0
886,0
887,13
888,0
889,0
890,14
891,13
892,13
893,0
894,6
895,0
896,17
897,0
898,0
899,11
900,0
901,0
902,13
903,0
904,0
905,1
906,0
907,0
908,0
909,7
910,13
911,0
912,0
913,0
914,0
915,0
916,0
917,11
918,13
919,0
920,13
921,14
922,0
923,1
924,0
925,0
926,0
927,0
928,14
929,0
930,0
931,13
932,13
933,0
934,13
935,0
936,13
937,0
938,0
939,11
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,14
948,0
949,0
950,13
951,13
952,13
953,0
954,0
955,3
956,13
957,0
958,0
959,10
960,0
961,0
962,5
963,11
964,14
965,0
966,13
967,0
968,0
969,0
970,0
971,0
972,13
973,6
974,13
975,0
976,0
977,14
978,13
979,0
980,8
981,0
982,0
983,1
984,0
985,14
986,14
987,0
988,0
989,0
990,0
991,0
992,0
993,12
994,13
995,14
996,0
997,0
998,3
999,0
