period,Var(util)CloudDistrue,Var(util)FFDistrue,FVar(Util)Distruelev1beta0.0,FVar(Util)Distruelev1beta0.1,FVar(Util)Distruelev1beta0.2,FVar(Util)Distruelev1beta0.3,FVar(Util)Distruelev1beta0.4,FVar(Util)Distruelev1beta0.5,FVar(Util)Distruelev1beta0.6,FVar(Util)Distruelev1beta0.7,FVar(Util)Distruelev1beta0.8,FVar(Util)Distruelev1beta0.9,FVar(Util)Distruelev1beta1.0,
0,1.801048748399953E-4,0.16419400850784144,0.005102892652960014,0.05203826794896008,0.0532738013389997,0.051342393945760026,0.051342393945760026,0.051342393945760026,0.051342393945760026,0.051342393945760026,0.051342393945760026,0.051342393945760026,0.05046097487483983,
1,3.174399323099939E-4,0.18716018149718844,0.024050950192310048,0.07116814377904002,0.07254059546510996,0.07123097731638983,0.07321531209183962,0.07199104290551028,0.07468547155275986,0.07223730389350982,0.0712691634063101,0.07334605159590983,0.07128557992711017,
