period,Var(util)CloudDistrue,Var(util)FFDistrue,FVar(Util)Distruelev1beta0.0,FVar(Util)Distruelev1beta0.1,FVar(Util)Distruelev1beta0.2,FVar(Util)Distruelev1beta0.3,FVar(Util)Distruelev1beta0.4,FVar(Util)Distruelev1beta0.5,FVar(Util)Distruelev1beta0.6,FVar(Util)Distruelev1beta0.7,FVar(Util)Distruelev1beta0.8,FVar(Util)Distruelev1beta0.9,FVar(Util)Distruelev1beta1.0,
0,1.3831995158998753E-4,0.20549996019003836,0.0038231254683099847,0.0546332332187901,0.05581647636399999,0.05348300020463982,0.05348300020463982,0.05348300020463982,0.05348300020463982,0.05348300020463982,0.05348300020463982,0.05348300020463982,0.05387197380079003,
1,2.0527540910999766E-4,0.19989574591831175,0.014778196237190004,0.06684779839803996,0.06710512756400018,0.06654050373996,0.06573734055104011,0.06558529808716002,0.0690650339747901,0.067217875884,0.06500841191374993,0.06649703676918997,0.06788826649775997,
