0,0,0,
1,1,0,
2,1,0,
3,2,2,
4,1,0,
5,0,1,
6,1,0,
7,1,0,
8,1,0,
9,1,1,
10,5,1,
11,3,1,
12,0,0,
13,5,1,
14,4,0,
15,4,1,
16,3,2,
17,2,0,
18,6,1,
19,7,0,
20,3,1,
21,3,1,
22,5,5,
23,3,1,
24,8,5,
25,5,1,
26,4,3,
27,4,1,
28,8,2,
29,5,1,
30,15,2,
31,4,2,
32,4,1,
33,6,1,
34,6,4,
35,11,2,
36,7,2,
37,7,4,
38,8,1,
39,7,3,
40,7,1,
41,9,3,
42,9,4,
43,8,3,
44,6,5,
45,5,2,
46,5,5,
47,5,3,
48,7,2,
49,8,4,
50,5,3,
51,4,5,
52,6,0,
53,7,3,
54,7,3,
55,5,5,
56,12,2,
57,7,4,
58,7,6,
59,10,3,
60,8,6,
61,13,4,
62,8,4,
63,13,3,
64,15,2,
65,5,4,
66,12,5,
67,12,4,
68,12,6,
69,12,4,
70,13,3,
71,10,3,
72,9,5,
73,14,3,
74,13,2,
75,11,2,
76,11,2,
77,9,4,
78,10,4,
79,18,3,
80,21,1,
81,8,5,
82,7,6,
83,7,6,
84,12,5,
85,15,3,
86,5,4,
87,18,3,
88,11,7,
89,9,3,
90,11,8,
91,14,5,
92,4,5,
93,6,8,
94,13,1,
95,9,2,
96,11,3,
97,18,3,
98,14,5,
99,6,5,
100,7,4,
101,13,4,
102,15,5,
103,14,4,
104,20,8,
105,18,7,
106,13,4,
107,11,1,
108,14,8,
109,7,2,
110,12,3,
111,11,6,
112,11,2,
113,15,6,
114,13,6,
115,15,3,
116,13,10,
117,13,6,
118,20,6,
119,9,6,
120,14,4,
121,15,6,
122,11,3,
123,12,4,
124,11,5,
125,9,7,
126,17,8,
127,16,4,
128,14,4,
129,14,7,
130,12,7,
131,20,6,
132,14,5,
133,19,4,
134,14,8,
135,18,4,
136,15,2,
137,14,7,
138,21,11,
139,16,7,
140,15,9,
141,15,6,
142,15,1,
143,10,4,
144,21,3,
145,19,3,
146,10,8,
147,13,3,
148,13,4,
149,14,6,
150,10,9,
151,17,3,
152,17,4,
153,12,6,
154,16,3,
155,15,6,
156,18,9,
157,23,7,
158,20,4,
159,17,6,
160,19,6,
161,14,6,
162,12,5,
163,7,6,
164,19,5,
165,25,5,
166,28,4,
167,14,7,
168,17,5,
169,14,9,
170,14,6,
171,11,6,
172,20,8,
173,17,9,
174,13,5,
175,17,6,
176,24,5,
177,14,2,
178,19,8,
179,19,4,
180,21,7,
181,14,7,
182,15,5,
183,17,3,
184,15,6,
185,21,5,
186,17,5,
187,16,6,
188,10,0,
189,10,9,
190,22,4,
191,18,9,
192,11,5,
193,17,7,
194,12,6,
195,10,3,
196,22,5,
197,19,4,
198,16,4,
199,11,7,
200,27,7,
201,10,8,
202,21,5,
203,11,4,
204,25,6,
205,14,5,
206,18,12,
207,21,8,
208,24,3,
209,17,3,
210,14,8,
211,22,4,
212,14,12,
213,21,3,
214,17,10,
215,11,8,
216,20,5,
217,17,2,
218,16,9,
219,18,13,
220,14,4,
221,18,6,
222,12,3,
223,16,7,
224,16,7,
225,21,5,
226,15,3,
227,17,5,
228,14,2,
229,13,5,
230,16,8,
231,22,1,
232,15,0,
233,13,5,
234,24,3,
235,18,7,
236,19,2,
237,16,4,
238,16,5,
239,12,3,
240,11,4,
241,14,7,
242,16,8,
243,19,7,
244,14,6,
245,12,3,
246,11,4,
247,14,3,
248,13,1,
249,17,6,
250,16,0,
251,14,5,
252,19,10,
253,15,4,
254,16,6,
255,10,5,
256,10,4,
257,20,4,
258,27,3,
259,18,4,
260,14,4,
261,10,9,
262,15,7,
263,20,5,
264,14,4,
265,17,8,
266,9,9,
267,19,8,
268,14,5,
269,14,6,
270,19,8,
271,10,5,
272,11,5,
273,11,5,
274,18,7,
275,16,2,
276,15,13,
277,11,5,
278,18,1,
279,9,6,
280,19,6,
281,16,10,
282,10,14,
283,21,2,
284,12,5,
285,18,5,
286,8,3,
287,18,3,
288,15,6,
289,10,2,
290,6,6,
291,12,2,
292,17,4,
293,13,2,
294,18,3,
295,19,4,
296,13,10,
297,21,6,
298,8,5,
299,15,2,
300,14,9,
301,15,9,
302,9,5,
303,9,6,
304,16,4,
305,16,4,
306,13,3,
307,13,4,
308,9,7,
309,11,6,
310,13,8,
311,13,5,
312,19,3,
313,15,4,
314,13,3,
315,9,4,
316,14,5,
317,11,4,
318,19,5,
319,16,7,
320,6,2,
321,18,6,
322,13,6,
323,14,5,
324,17,3,
325,16,2,
326,22,1,
327,15,8,
328,21,5,
329,12,2,
330,13,2,
331,9,3,
332,13,4,
333,18,5,
334,10,10,
335,14,10,
336,21,5,
337,13,1,
338,12,4,
339,12,5,
340,12,4,
341,16,3,
342,4,3,
343,11,0,
344,18,6,
345,13,2,
346,12,3,
347,17,3,
348,14,4,
349,4,3,
350,15,1,
351,14,5,
352,10,1,
353,12,6,
354,12,4,
355,16,5,
356,11,2,
357,13,4,
358,16,3,
359,12,4,
360,12,9,
361,14,7,
362,7,7,
363,19,3,
364,14,1,
365,13,5,
366,13,7,
367,10,3,
368,10,1,
369,9,4,
370,14,5,
371,8,2,
372,24,3,
373,14,3,
374,6,3,
375,12,4,
376,10,0,
377,8,5,
378,8,2,
379,15,2,
380,11,5,
381,14,8,
382,18,2,
383,16,4,
384,8,7,
385,11,5,
386,14,2,
387,14,3,
388,12,4,
389,8,4,
390,9,8,
391,5,4,
392,10,1,
393,11,4,
394,8,2,
395,10,5,
396,15,7,
397,8,3,
398,5,3,
399,9,3,
400,14,6,
401,10,4,
402,8,4,
403,10,2,
404,13,5,
405,14,4,
406,16,2,
407,8,4,
408,12,2,
409,13,5,
410,7,3,
411,17,0,
412,7,4,
413,11,1,
414,9,2,
415,11,3,
416,10,4,
417,10,5,
418,9,4,
419,7,5,
420,10,3,
421,10,1,
422,8,6,
423,9,4,
424,13,2,
425,12,5,
426,6,1,
427,8,2,
428,7,3,
429,10,4,
430,12,2,
431,7,3,
432,7,2,
433,6,4,
434,11,4,
435,7,2,
436,8,3,
437,12,1,
438,11,0,
439,9,4,
440,4,3,
441,9,2,
442,4,0,
443,7,2,
444,15,0,
445,11,2,
446,8,3,
447,9,7,
448,15,5,
449,9,3,
450,9,5,
451,13,3,
452,9,0,
453,6,5,
454,8,3,
455,8,2,
456,6,1,
457,3,5,
458,3,5,
459,12,9,
460,10,1,
461,5,0,
462,4,3,
463,2,2,
464,8,5,
465,11,2,
466,4,5,
467,6,5,
468,8,1,
469,12,0,
470,8,3,
471,4,0,
472,4,1,
473,8,6,
474,5,2,
475,7,2,
476,9,4,
477,5,1,
478,11,3,
479,8,3,
480,10,2,
481,5,3,
482,9,5,
483,8,4,
484,6,3,
485,11,1,
486,7,2,
487,8,1,
488,7,3,
489,3,4,
490,5,4,
491,5,4,
492,7,3,
493,6,5,
494,9,2,
495,4,2,
496,4,3,
497,6,3,
498,9,3,
499,3,4,
500,5,1,
501,10,4,
502,5,1,
503,9,2,
504,3,2,
505,1,3,
506,4,1,
507,4,2,
508,4,2,
509,2,1,
510,5,2,
511,3,3,
512,9,1,
513,8,1,
514,3,4,
515,4,2,
516,8,1,
517,9,1,
518,6,2,
519,3,4,
520,8,2,
521,5,0,
522,3,0,
523,2,0,
524,2,1,
525,4,1,
526,3,0,
527,7,2,
528,7,2,
529,3,0,
530,11,0,
531,7,4,
532,7,0,
533,6,0,
534,5,3,
535,6,0,
536,7,1,
537,5,3,
538,3,1,
539,5,0,
540,8,1,
541,5,3,
542,3,0,
543,6,0,
544,7,2,
545,1,1,
546,6,1,
547,2,0,
548,6,2,
