549,4,3,
550,6,5,
551,5,1,
552,2,3,
553,2,5,
554,6,2,
555,10,2,
556,1,1,
557,0,6,
558,4,3,
559,3,3,
560,8,0,
561,7,3,
562,8,2,
563,1,0,
564,4,1,
565,4,0,
566,3,1,
567,8,1,
568,3,2,
569,8,1,
570,6,1,
571,1,0,
572,5,0,
573,4,0,
574,4,1,
575,3,0,
576,1,3,
577,7,0,
578,2,4,
579,1,2,
580,3,1,
581,3,1,
582,4,2,
583,7,2,
584,3,2,
585,6,1,
586,4,1,
587,2,2,
588,3,1,
589,1,1,
590,7,1,
591,1,0,
592,1,2,
593,4,2,
594,4,0,
595,1,0,
596,4,0,
597,5,2,
598,3,0,
599,4,1,
600,4,1,
601,4,1,
602,6,3,
603,3,2,
604,1,2,
605,0,1,
606,3,1,
607,5,2,
608,4,2,
609,2,1,
610,2,0,
611,2,1,
612,4,1,
613,3,1,
614,1,0,
615,6,1,
616,7,0,
617,4,1,
618,2,1,
619,3,0,
620,4,3,
621,2,0,
622,2,0,
623,3,0,
624,4,1,
625,2,2,
626,2,2,
627,3,1,
628,2,1,
629,2,1,
630,3,2,
631,3,0,
632,0,2,
633,0,1,
634,2,1,
635,1,0,
636,1,1,
637,3,1,
638,1,1,
639,1,1,
640,2,0,
641,3,1,
642,2,0,
643,1,0,
644,3,0,
645,1,0,
646,1,0,
647,1,2,
648,1,0,
649,4,0,
650,3,0,
651,1,1,
652,2,2,
653,0,1,
654,0,0,
655,1,1,
656,2,0,
657,3,1,
658,1,0,
659,0,0,
660,1,0,
661,3,0,
662,2,0,
663,1,1,
664,1,0,
665,3,2,
666,6,1,
667,1,1,
668,2,1,
669,2,1,
670,0,0,
671,2,0,
672,0,2,
673,0,0,
674,1,1,
675,2,0,
676,0,0,
677,2,0,
678,0,0,
679,1,0,
680,3,0,
681,0,1,
682,1,0,
683,1,0,
684,3,0,
685,2,0,
686,0,0,
687,0,0,
688,2,0,
689,1,0,
690,1,0,
691,1,0,
692,1,1,
693,1,0,
694,2,0,
695,0,0,
696,0,0,
697,0,0,
698,4,0,
699,2,0,
700,2,1,
701,2,0,
702,1,0,
703,1,0,
704,0,0,
705,1,1,
706,3,0,
707,0,1,
708,1,0,
709,5,1,
710,1,0,
711,2,1,
712,1,3,
713,2,0,
714,0,0,
715,1,0,
716,0,0,
717,1,1,
718,0,0,
719,1,0,
720,2,1,
721,1,0,
722,1,0,
723,3,0,
724,3,0,
725,0,1,
726,2,0,
727,1,1,
728,1,0,
729,1,1,
730,1,0,
731,0,1,
732,0,0,
733,0,0,
734,0,0,
735,0,0,
736,0,0,
737,1,1,
738,0,0,
739,1,0,
740,1,0,
741,2,0,
742,0,2,
743,2,0,
744,0,0,
745,0,0,
746,0,0,
747,1,0,
748,1,0,
749,0,0,
750,1,0,
751,1,0,
752,1,0,
753,0,0,
754,2,0,
755,0,0,
756,1,1,
757,0,0,
758,0,1,
759,1,0,
760,0,0,
761,0,0,
762,0,0,
763,0,0,
764,1,0,
765,0,0,
766,1,0,
767,0,0,
768,1,0,
769,0,1,
770,0,1,
771,0,0,
772,0,0,
773,1,0,
774,0,0,
775,1,0,
776,0,0,
777,0,0,
778,0,0,
779,0,0,
780,0,0,
781,0,0,
782,1,0,
783,0,0,
784,0,0,
785,0,0,
786,1,0,
787,1,0,
788,0,0,
789,0,0,
790,0,0,
791,0,0,
792,0,0,
793,0,0,
794,1,0,
795,0,0,
796,0,0,
797,0,0,
798,0,0,
799,0,1,
800,0,0,
801,0,0,
802,0,0,
803,1,0,
804,0,0,
805,0,0,
806,2,0,
807,0,0,
808,1,0,
809,0,0,
810,1,0,
811,0,0,
812,0,0,
813,0,0,
814,0,0,
815,0,0,
816,0,0,
817,0,0,
818,0,0,
819,0,0,
820,0,0,
821,0,0,
822,0,0,
823,0,0,
824,0,1,
825,0,0,
826,0,0,
827,0,0,
828,0,0,
829,0,0,
830,0,0,
831,0,0,
832,0,0,
833,0,0,
834,0,0,
835,0,0,
836,0,0,
837,1,0,
838,0,0,
839,0,0,
840,0,0,
841,0,0,
842,0,0,
843,0,0,
844,0,0,
845,0,0,
846,0,0,
847,0,0,
848,0,0,
849,0,0,
850,0,0,
851,0,0,
852,0,0,
853,0,0,
854,0,0,
855,0,0,
856,0,0,
857,0,0,
858,0,0,
859,0,0,
860,0,0,
861,0,0,
862,0,0,
863,0,0,
864,1,0,
865,0,0,
866,0,0,
867,0,0,
868,0,0,
869,0,0,
870,0,0,
871,0,0,
872,0,0,
873,0,0,
874,0,0,
875,0,0,
876,0,0,
877,0,0,
878,0,0,
879,0,0,
880,0,0,
881,0,0,
882,0,0,
883,0,0,
884,0,0,
885,0,0,
886,1,0,
887,0,0,
888,0,1,
889,0,0,
890,0,0,
891,0,0,
892,0,0,
893,0,0,
894,0,0,
895,0,0,
896,0,0,
897,0,0,
898,0,0,
899,0,0,
900,0,0,
901,0,0,
902,0,0,
903,0,0,
904,0,0,
905,0,0,
906,0,0,
907,0,0,
908,0,0,
909,1,0,
910,0,0,
911,0,0,
912,0,0,
913,1,0,
914,0,0,
915,0,0,
916,0,0,
917,0,0,
918,0,0,
919,0,0,
920,0,0,
921,0,0,
922,0,0,
923,0,0,
924,0,0,
925,0,0,
926,0,0,
927,0,0,
928,0,0,
929,0,0,
930,0,0,
931,0,0,
932,0,0,
933,0,0,
934,0,0,
935,0,0,
936,0,0,
937,0,0,
938,0,0,
939,0,0,
940,0,0,
941,0,0,
942,0,0,
943,0,0,
944,0,0,
945,0,0,
946,0,0,
947,0,0,
948,0,0,
949,0,0,
950,0,0,
951,0,0,
952,0,0,
953,0,0,
954,0,0,
955,0,0,
956,0,0,
957,0,0,
958,0,0,
959,0,0,
960,0,0,
961,0,0,
962,0,0,
963,0,0,
964,0,0,
965,0,0,
966,0,0,
967,0,0,
968,0,0,
969,0,0,
970,0,0,
971,0,0,
972,0,0,
973,0,0,
974,0,0,
975,0,0,
976,0,0,
977,0,0,
978,0,0,
979,0,0,
980,0,0,
981,0,0,
982,0,0,
983,0,0,
984,0,0,
985,0,0,
986,0,0,
987,0,0,
988,0,0,
989,0,0,
990,0,0,
991,0,0,
992,0,0,
993,0,0,
994,0,0,
995,0,0,
996,0,0,
997,0,0,
998,0,0,
999,0,0,
