129,5,1,0,19,1,
130,7,1,1,11,2,
131,4,2,0,11,1,
132,7,1,0,7,0,
133,10,2,0,8,0,
134,7,0,0,3,2,
135,4,5,0,10,2,
136,6,3,0,6,1,
137,4,2,1,14,0,
138,3,2,0,7,2,
139,9,3,0,7,1,
140,4,5,0,10,1,
141,3,2,0,12,1,
142,5,0,0,8,2,
143,5,3,1,11,0,
144,6,2,0,11,1,
145,11,1,0,7,1,
146,1,3,0,6,0,
147,3,1,0,9,0,
148,5,4,0,8,1,
149,4,0,0,8,1,
150,6,3,1,7,1,
151,7,3,1,16,1,
152,7,3,0,6,2,
153,5,3,1,8,1,
154,9,6,0,13,0,
155,4,2,0,15,2,
156,7,6,0,11,0,
157,7,5,1,14,0,
158,4,1,0,12,2,
159,8,3,0,7,1,
160,4,2,0,9,2,
161,5,1,0,11,1,
162,5,3,1,6,2,
163,6,2,0,7,3,
164,7,3,2,6,2,
165,8,1,2,12,0,
166,3,5,0,8,2,
167,14,1,0,9,0,
168,5,6,0,8,0,
169,4,6,0,11,0,
170,10,0,0,8,2,
171,10,3,0,10,1,
172,2,4,0,10,2,
173,11,1,0,10,1,
174,5,2,0,8,4,
175,9,5,0,11,3,
176,9,3,1,12,2,
177,7,0,0,6,2,
178,2,1,1,9,2,
179,10,2,0,11,2,
180,4,2,0,3,1,
181,7,0,0,11,2,
182,6,6,0,13,0,
183,2,0,1,4,1,
184,5,4,0,11,0,
185,5,4,0,6,2,
186,7,4,0,7,3,
187,5,2,0,10,1,
188,5,4,0,7,1,
189,6,2,1,5,1,
190,8,3,0,9,1,
191,7,3,0,5,1,
192,5,2,1,10,2,
193,6,3,0,11,0,
194,6,2,1,10,1,
195,4,1,0,8,0,
196,3,1,0,15,1,
197,5,2,0,9,2,
198,8,1,0,9,0,
199,8,3,0,9,0,
200,5,6,0,9,0,
201,5,3,0,3,0,
202,9,1,1,5,0,
203,5,4,1,9,0,
204,7,1,1,5,0,
205,3,3,1,6,0,
206,11,5,1,9,1,
207,7,0,0,8,1,
208,2,1,1,10,1,
209,2,3,0,8,2,
210,16,3,0,8,1,
211,3,3,0,9,1,
212,6,6,0,6,0,
213,3,2,0,14,0,
214,7,3,0,6,1,
215,9,0,0,8,2,
216,4,1,0,8,1,
217,9,4,0,16,4,
218,8,3,0,6,2,
219,7,1,1,8,0,
220,9,2,0,11,5,
221,8,0,1,13,0,
222,7,1,0,7,1,
223,10,6,1,9,1,
224,9,4,1,7,1,
225,6,2,0,13,2,
226,5,3,1,6,2,
227,4,1,0,9,1,
228,5,1,0,13,1,
229,6,3,1,14,0,
230,7,0,0,8,2,
231,3,2,1,14,0,
232,7,3,1,11,2,
233,9,3,0,8,2,
234,5,2,1,11,1,
235,6,3,1,5,1,
236,10,5,0,12,1,
237,5,4,0,4,1,
238,7,3,0,11,2,
239,6,4,0,9,0,
240,13,2,0,7,2,
241,7,4,1,9,1,
242,5,6,0,9,1,
243,6,3,0,3,0,
244,16,1,0,8,1,
245,3,1,0,5,0,
246,3,1,0,7,0,
247,7,2,0,9,1,
248,4,4,0,8,4,
249,8,0,0,11,1,
250,3,1,0,15,1,
251,4,0,0,6,0,
252,8,4,1,6,2,
253,4,3,0,7,2,
254,5,3,0,9,1,
255,8,1,1,13,0,
256,6,4,0,8,1,
257,8,3,0,8,0,
258,7,5,1,7,1,
259,9,2,0,9,0,
260,3,3,1,16,1,
261,9,4,0,4,1,
262,9,3,0,12,0,
263,8,3,0,10,0,
264,10,0,2,5,0,
265,5,1,1,7,2,
266,9,1,0,8,3,
267,6,3,1,9,0,
268,2,1,0,12,1,
269,10,2,0,11,0,
270,6,2,0,13,0,
271,7,2,0,13,2,
272,5,2,0,8,0,
273,7,2,1,13,0,
274,11,2,0,8,1,
275,9,2,0,11,0,
276,10,3,0,9,0,
277,3,0,0,12,2,
278,10,0,0,7,0,
279,6,1,1,13,2,
280,11,2,0,6,1,
281,7,1,0,7,0,
282,6,4,0,9,0,
283,7,1,0,10,2,
284,8,3,0,8,1,
285,6,2,0,9,0,
286,5,4,0,11,5,
287,4,1,0,15,1,
288,8,1,1,9,1,
289,2,2,1,6,1,
290,5,7,1,10,2,
291,10,3,0,6,1,
292,13,1,0,8,1,
293,4,2,0,7,0,
294,6,1,0,8,0,
295,9,4,0,8,2,
296,8,1,1,5,2,
297,3,3,0,9,0,
298,5,4,0,13,1,
299,6,4,1,10,1,
300,9,3,1,7,0,
301,10,4,1,6,1,
302,10,4,1,12,0,
303,2,2,0,7,2,
304,2,6,0,5,0,
305,7,7,0,6,0,
306,6,3,1,6,0,
307,6,4,1,11,2,
308,5,4,0,6,0,
309,12,6,0,7,0,
310,12,2,0,12,0,
311,4,1,0,8,1,
312,6,1,0,2,0,
313,10,0,0,8,1,
314,6,1,1,6,1,
315,3,0,0,2,0,
316,4,3,1,9,0,
317,8,3,0,8,3,
318,8,3,0,11,1,
319,4,3,0,10,0,
320,6,2,1,7,2,
321,5,1,0,6,2,
322,4,3,0,9,1,
323,8,1,1,12,0,
324,16,2,2,12,0,
325,4,4,0,4,2,
326,11,2,0,9,1,
327,6,4,1,8,1,
328,5,2,2,8,1,
329,3,2,0,6,0,
330,7,3,0,14,1,
331,7,3,0,11,4,
332,12,3,0,3,2,
333,6,1,1,13,0,
334,8,2,0,11,3,
335,11,4,0,9,2,
336,5,3,1,12,0,
337,4,1,0,11,1,
338,11,3,0,9,1,
339,11,2,0,8,0,
340,9,3,0,9,0,
341,5,1,0,10,1,
342,4,0,0,9,2,
343,11,5,0,5,1,
344,12,1,0,13,4,
345,4,2,0,5,0,
346,7,2,1,9,0,
347,6,2,0,16,1,
348,9,0,0,8,3,
349,8,4,1,11,0,
350,8,1,0,11,0,
351,8,1,0,12,1,
352,3,4,0,8,0,
353,8,1,1,7,1,
354,4,3,1,3,3,
355,4,5,0,8,2,
356,6,3,0,4,0,
357,5,0,0,20,2,
358,6,3,0,6,1,
359,2,1,2,12,0,
360,6,1,1,16,2,
361,7,2,0,12,0,
362,11,1,0,6,1,
363,7,1,0,13,0,
364,9,4,0,6,1,
365,2,4,0,8,1,
366,7,0,0,7,2,
367,4,1,2,11,1,
368,4,2,0,12,1,
369,10,4,0,5,0,
370,13,1,0,11,1,
371,4,1,0,13,1,
372,6,2,0,10,1,
373,8,2,0,8,2,
374,7,2,0,12,0,
375,5,1,0,4,1,
376,6,2,0,7,3,
377,3,4,0,8,1,
378,4,4,0,15,0,
379,9,4,1,5,1,
380,7,3,0,13,1,
381,5,3,1,10,1,
382,10,5,0,5,2,
383,10,3,0,9,1,
384,9,1,1,7,0,
385,1,2,0,11,0,
386,8,2,1,7,1,
387,3,0,0,9,1,
388,5,2,1,12,1,
389,4,3,0,11,3,
390,1,2,0,12,1,
391,7,3,1,13,0,
392,5,0,0,14,1,
393,6,1,1,8,1,
394,6,1,1,11,0,
395,9,2,0,11,1,
396,8,1,0,10,2,
397,10,1,1,14,0,
398,6,0,1,14,0,
399,4,3,1,13,1,
400,3,2,1,9,2,
401,10,2,0,12,1,
402,7,1,0,6,2,
403,5,4,1,6,3,
404,9,3,0,16,2,
405,3,4,0,8,1,
406,4,0,1,11,1,
407,13,4,0,8,0,
408,10,1,0,14,1,
409,11,0,0,9,0,
410,10,1,0,12,4,
411,7,3,0,11,1,
412,6,2,0,8,4,
413,8,3,0,9,1,
414,8,2,1,12,2,
415,6,4,0,5,1,
416,5,1,0,16,0,
417,7,1,0,6,2,
418,11,1,0,7,0,
419,12,1,0,10,1,
420,5,3,0,11,0,
421,6,1,0,13,3,
422,5,1,0,10,2,
423,6,0,1,8,1,
424,5,1,0,10,0,
425,8,0,0,7,1,
426,11,3,0,2,0,
427,5,3,0,12,2,
428,4,1,0,7,3,
429,7,3,0,7,1,
430,2,4,0,8,0,
431,8,2,1,10,2,
432,6,3,0,13,2,
433,8,2,0,11,1,
434,4,1,1,13,2,
435,7,3,1,9,1,
436,2,2,1,7,2,
437,12,1,0,8,2,
438,5,1,1,11,1,
439,6,1,3,5,1,
440,7,4,0,14,0,
441,2,2,0,18,1,
442,8,5,0,11,1,
443,13,5,0,12,0,
444,7,2,1,11,2,
445,7,1,0,6,1,
446,8,4,1,7,3,
447,8,3,2,10,0,
448,5,0,1,7,0,
449,5,3,0,10,2,
450,4,0,0,11,1,
451,6,2,1,9,0,
452,3,0,0,7,1,
453,17,1,0,9,1,
454,10,4,0,9,0,
455,8,1,0,13,1,
456,10,4,0,8,2,
457,7,2,0,10,1,
458,3,2,1,8,1,
459,8,3,1,9,1,
460,6,3,0,13,2,
461,11,2,0,13,2,
462,9,2,0,10,3,
463,6,0,1,16,1,
464,7,1,0,7,1,
465,5,6,0,10,0,
466,6,2,1,5,1,
467,7,1,1,10,1,
468,8,0,0,15,1,
469,6,2,0,9,3,
470,5,3,0,11,2,
471,6,1,0,11,1,
472,4,4,0,7,3,
473,1,2,0,11,1,
474,4,1,0,10,2,
475,11,2,1,6,4,
476,5,1,1,7,2,
477,10,2,0,8,0,
478,8,3,0,10,1,
479,4,2,0,10,2,
480,5,4,0,9,0,
481,2,2,0,7,0,
482,11,4,2,8,2,
483,4,5,0,15,1,
484,7,2,0,11,2,
485,7,1,1,6,0,
486,8,4,0,14,2,
487,5,0,0,16,1,
488,2,1,0,13,1,
489,7,5,1,5,0,
490,3,2,0,5,0,
491,9,3,0,12,2,
492,4,2,0,9,0,
493,6,3,1,6,0,
494,6,2,0,3,1,
495,6,0,1,9,2,
496,5,0,0,5,1,
497,5,0,0,19,0,
498,6,0,1,15,3,
499,4,3,0,10,1,
500,6,4,1,10,2,
501,8,3,0,12,2,
502,5,5,0,8,2,
503,10,3,0,13,0,
504,5,4,0,11,0,
505,4,4,1,4,3,
506,4,2,0,5,0,
507,9,3,1,11,3,
508,7,1,0,12,1,
509,6,2,1,9,3,
510,6,2,1,11,1,
511,6,3,1,7,0,
512,12,3,0,7,1,
513,7,1,1,10,1,
514,11,2,1,8,1,
515,7,1,0,6,2,
516,5,3,2,12,2,
517,7,5,0,8,0,
518,7,2,1,11,1,
519,5,1,1,11,1,
520,2,0,1,18,1,
521,12,4,0,12,1,
522,7,2,0,7,1,
523,3,3,0,10,0,
524,11,1,0,14,0,
525,5,4,0,5,2,
526,3,4,0,6,1,
527,7,2,0,11,2,
528,3,2,0,6,1,
529,4,4,1,9,4,
530,9,5,0,14,0,
531,7,1,1,12,2,
532,2,2,0,10,1,
533,6,0,1,6,3,
534,6,3,0,12,1,
535,6,1,0,9,0,
536,4,1,2,11,0,
537,6,3,1,12,0,
538,4,0,2,14,2,
539,3,1,0,12,1,
540,5,3,0,16,1,
541,7,2,1,12,0,
542,5,0,0,13,2,
543,8,3,1,10,4,
544,10,3,0,12,0,
545,3,2,0,10,2,
546,8,3,0,10,2,
547,9,1,0,11,2,
548,8,6,1,5,0,
549,7,0,0,9,1,
550,3,2,0,6,1,
551,10,1,1,10,1,
552,8,2,2,8,0,
553,7,2,0,13,1,
554,9,1,0,6,1,
555,5,2,0,11,1,
556,6,1,0,9,0,
557,5,4,1,6,2,
558,7,3,0,6,1,
559,9,2,0,9,2,
560,4,1,0,8,1,
561,8,2,0,7,2,
562,9,3,0,8,0,
563,5,1,1,4,1,
564,12,2,0,13,3,
565,7,1,0,10,2,
566,6,1,3,8,1,
567,9,0,0,10,1,
568,6,3,0,8,2,
569,6,4,0,10,1,
570,6,4,0,2,3,
571,3,3,0,10,1,
572,3,2,1,14,0,
573,4,6,0,10,2,
574,9,1,0,7,1,
575,7,2,0,10,0,
576,7,1,2,9,0,
577,8,1,0,6,1,
578,5,2,0,9,0,
579,6,4,1,11,2,
580,7,4,1,6,0,
581,5,5,1,9,2,
582,7,3,0,6,3,
583,8,3,0,12,2,
584,6,4,1,3,1,
585,7,2,2,9,0,
586,12,4,0,9,0,
587,7,0,0,9,0,
588,6,2,0,5,1,
589,4,3,0,9,2,
590,3,3,0,14,0,
591,3,3,0,10,2,
592,12,4,0,4,1,
593,5,1,1,9,1,
594,5,4,0,10,0,
595,6,2,0,8,3,
596,9,1,0,8,0,
597,7,1,1,10,3,
598,9,2,0,9,1,
599,5,3,0,8,0,
600,8,3,0,12,0,
601,11,2,0,8,1,
602,9,2,1,12,0,
603,4,3,2,5,0,
604,7,3,0,8,0,
605,8,3,1,12,1,
606,6,0,0,4,0,
607,8,3,0,12,2,
608,5,4,0,6,2,
609,11,5,0,11,0,
610,6,4,1,12,1,
611,7,3,1,9,1,
612,7,3,0,9,0,
613,7,2,0,10,0,
614,5,2,0,9,0,
615,1,4,0,6,1,
616,4,3,0,12,2,
617,9,1,0,8,0,
618,6,1,0,14,2,
619,6,3,1,14,1,
620,6,5,1,13,1,
621,8,3,0,8,1,
622,6,5,2,10,1,
623,10,2,0,8,1,
624,3,4,0,21,3,
625,4,3,1,6,1,
626,9,3,0,5,2,
627,5,2,0,10,1,
628,7,1,0,9,1,
629,10,2,0,8,3,
630,5,1,0,2,0,
631,10,2,0,2,2,
632,7,1,0,4,2,
633,5,5,0,4,3,
634,8,1,0,10,0,
635,6,3,1,8,0,
636,4,1,0,12,1,
637,7,3,1,4,0,
638,6,5,0,7,1,
639,5,1,0,12,1,
640,7,1,0,8,3,
641,9,4,0,8,0,
642,8,3,1,11,0,
643,5,2,0,7,0,
644,6,2,1,3,2,
645,5,3,1,10,4,
646,6,4,0,11,2,
647,4,5,0,11,1,
648,7,3,0,8,2,
649,11,2,1,6,1,
650,5,1,0,9,0,
651,5,1,1,12,0,
652,7,1,0,6,1,
653,5,0,1,11,2,
654,8,0,1,6,0,
655,3,1,0,14,2,
656,7,1,0,6,1,
657,6,0,1,9,2,
658,2,0,0,8,3,
659,11,1,0,7,0,
660,4,1,1,8,3,
661,9,1,1,9,0,
662,4,0,1,10,0,
663,7,6,0,15,2,
664,8,2,0,10,2,
665,5,1,0,12,1,
666,3,1,0,8,1,
667,9,2,0,7,0,
668,7,4,0,12,1,
669,2,1,0,10,1,
670,4,5,0,12,2,
671,7,1,0,8,0,
672,2,0,0,7,0,
673,3,1,0,10,3,
674,7,2,0,5,1,
675,9,2,0,3,3,
676,8,3,0,5,2,
677,11,4,0,11,0,
678,11,3,0,10,1,
679,9,2,0,14,0,
680,10,3,2,10,0,
681,5,5,0,16,5,
682,7,2,0,11,0,
683,5,3,0,4,0,
684,6,4,0,6,1,
685,4,1,0,6,1,
686,7,0,1,11,1,
687,6,0,0,8,1,
688,7,3,0,2,2,
689,7,3,0,6,3,
690,2,3,0,8,1,
691,9,8,0,8,3,
692,5,5,0,6,0,
693,9,3,0,14,3,
694,8,2,0,10,0,
695,3,1,0,7,2,
696,7,5,0,7,4,
697,7,6,0,10,1,
698,3,2,0,7,1,
699,8,1,0,9,0,
700,6,1,0,10,1,
701,8,1,0,11,0,
702,3,3,1,9,1,
703,8,4,0,2,0,
704,5,3,1,6,0,
705,4,4,0,9,1,
706,5,1,1,9,3,
707,9,3,0,9,1,
708,3,4,0,11,0,
709,9,6,1,6,3,
710,8,1,1,8,1,
711,10,3,0,10,0,
712,7,2,0,13,0,
713,11,3,2,5,1,
714,7,3,0,11,3,
715,2,2,0,7,1,
716,3,3,0,9,1,
717,10,0,0,7,1,
718,2,4,1,9,1,
719,6,2,2,9,2,
720,11,4,0,15,3,
721,4,2,1,17,3,
722,3,4,0,9,0,
723,3,3,0,14,1,
724,4,0,0,13,1,
725,8,5,0,10,0,
726,8,2,0,4,0,
727,6,4,0,10,1,
728,8,4,0,4,1,
729,7,0,1,12,2,
730,7,3,0,4,0,
731,5,2,0,7,0,
732,7,1,1,3,1,
733,6,1,0,11,0,
734,9,2,0,9,2,
735,10,4,1,7,1,
736,10,2,0,6,4,
737,6,2,2,15,1,
738,3,4,1,12,2,
739,9,1,0,6,1,
740,9,1,0,10,2,
741,6,4,0,9,2,
742,10,1,1,9,0,
743,6,2,0,9,1,
744,7,1,1,12,1,
745,1,5,0,8,1,
746,9,3,0,14,1,
747,5,1,0,10,0,
748,6,3,0,3,0,
749,10,3,0,9,1,
750,9,1,1,8,0,
751,6,3,1,8,1,
752,13,2,1,10,1,
753,7,4,1,9,2,
754,7,2,0,7,1,
755,7,3,0,11,0,
756,5,0,0,11,0,
757,9,4,1,10,2,
758,5,3,1,10,2,
759,10,6,0,13,0,
760,3,2,1,16,0,
761,8,3,1,9,3,
762,6,0,0,6,2,
763,9,3,1,7,0,
764,11,1,0,12,1,
765,8,1,0,8,1,
766,5,4,0,13,1,
767,5,1,0,9,0,
768,7,2,0,8,1,
769,7,3,1,9,2,
770,9,3,1,12,0,
771,8,3,0,8,0,
772,8,3,1,9,2,
773,9,3,1,13,3,
774,3,0,0,10,0,
775,7,0,0,11,1,
776,8,3,0,7,0,
777,6,2,0,13,3,
778,7,2,0,8,1,
779,11,2,0,11,0,
780,4,1,0,10,2,
781,6,3,0,8,1,
782,7,1,0,9,0,
783,7,2,0,5,0,
784,9,1,0,11,1,
785,4,4,0,4,1,
786,7,1,0,6,1,
787,2,1,0,10,2,
788,9,3,0,3,5,
789,8,3,0,7,0,
790,8,8,0,12,0,
791,6,2,0,6,0,
792,11,1,1,11,0,
793,3,3,1,6,1,
794,9,3,0,15,0,
795,8,1,0,8,2,
796,5,1,0,11,0,
797,12,2,0,11,2,
798,12,1,0,5,1,
799,10,1,0,6,0,
800,8,5,1,9,2,
801,3,0,0,8,1,
802,3,1,0,7,2,
803,4,1,0,5,1,
804,4,0,0,8,4,
805,4,1,0,8,0,
806,10,3,0,10,2,
807,7,1,0,9,1,
808,5,1,1,8,0,
809,11,1,0,6,0,
810,8,0,0,11,2,
811,7,0,1,8,4,
812,7,2,0,7,0,
813,5,4,0,15,1,
814,11,3,0,11,3,
815,2,1,0,13,3,
816,4,0,0,13,2,
817,5,2,0,8,1,
818,7,0,1,6,4,
819,5,5,0,9,0,
820,10,2,0,10,1,
821,11,8,0,10,2,
822,9,3,0,4,0,
823,6,3,0,10,0,
824,6,2,1,6,1,
825,7,1,1,9,0,
826,6,5,2,3,1,
827,6,3,0,10,1,
828,6,2,1,7,2,
829,6,2,2,10,1,
830,7,1,2,8,0,
831,9,1,0,11,0,
832,8,5,1,10,2,
833,5,1,0,4,4,
834,7,1,0,8,2,
835,7,3,1,10,1,
836,8,2,0,11,2,
837,10,3,1,6,3,
838,7,2,1,7,0,
839,2,4,0,5,0,
840,5,3,0,11,0,
841,3,1,0,8,1,
842,9,3,1,11,0,
843,10,2,0,15,0,
844,7,3,0,14,1,
845,7,0,0,13,1,
846,8,2,1,7,1,
847,6,2,0,10,0,
848,8,4,0,13,1,
849,6,4,1,8,0,
850,5,3,0,3,0,
851,10,3,0,12,0,
852,6,1,0,11,0,
853,5,0,0,7,4,
854,4,2,0,10,1,
855,10,1,1,11,1,
856,8,4,0,8,1,
857,4,0,0,10,3,
858,5,1,0,8,1,
859,4,1,0,8,2,
860,11,1,0,8,1,
861,11,4,0,7,0,
862,4,2,2,14,2,
863,11,3,1,6,1,
864,6,4,0,6,0,
865,5,3,0,10,2,
866,7,0,1,8,1,
867,9,3,0,6,1,
868,7,2,1,7,2,
869,4,3,0,9,2,
870,6,0,0,7,1,
871,6,4,1,11,1,
872,3,4,0,11,0,
873,9,5,1,8,0,
874,8,3,0,6,0,
875,6,2,1,12,1,
876,6,6,1,7,0,
877,6,1,0,11,2,
878,7,8,1,7,2,
879,8,2,0,9,2,
880,11,2,2,6,2,
881,9,3,0,11,2,
882,4,1,0,6,2,
883,6,5,0,6,1,
884,6,2,0,11,1,
885,6,0,0,12,0,
886,3,1,0,6,1,
887,8,2,0,9,1,
888,4,1,1,11,2,
889,9,2,0,15,0,
890,9,2,0,5,1,
891,7,1,0,8,1,
892,9,1,0,7,1,
893,8,2,0,6,1,
894,9,2,0,9,3,
895,7,3,0,14,2,
896,9,2,0,12,1,
897,5,2,0,13,2,
898,6,2,0,8,1,
899,3,5,0,12,0,
900,11,1,0,4,2,
901,4,3,0,12,0,
902,3,2,1,13,2,
903,1,5,0,13,0,
904,8,0,0,11,3,
905,8,2,1,10,3,
906,9,0,0,8,0,
907,8,2,0,4,0,
908,12,2,1,8,2,
909,6,1,0,6,0,
910,9,4,0,6,0,
911,6,5,1,11,2,
912,9,3,0,10,1,
913,9,3,0,12,0,
914,12,2,0,5,0,
915,11,0,2,15,1,
916,8,3,0,14,0,
917,9,1,1,13,1,
918,9,0,0,7,0,
919,2,6,1,20,0,
920,9,1,0,10,3,
921,7,5,0,10,0,
922,6,3,0,8,1,
923,6,0,0,18,2,
924,5,2,0,8,1,
925,8,2,0,5,2,
926,5,1,0,19,1,
927,10,3,3,7,2,
928,7,3,0,16,2,
929,8,1,1,11,1,
930,6,5,1,9,0,
931,8,0,0,10,1,
932,5,2,0,6,0,
933,8,0,1,8,1,
934,2,4,0,9,1,
935,6,1,0,7,0,
936,6,1,0,10,6,
937,5,4,0,10,1,
938,4,1,0,6,1,
939,7,0,0,12,2,
940,6,3,1,10,3,
941,11,4,0,10,1,
942,7,3,0,12,3,
943,6,1,0,10,0,
944,9,6,0,5,1,
945,3,2,0,9,0,
946,13,1,0,11,0,
947,5,1,0,5,1,
948,6,2,0,7,1,
949,10,2,0,9,1,
950,7,0,0,8,3,
951,5,4,0,11,0,
952,10,1,0,9,3,
953,5,1,0,15,0,
954,13,1,0,10,1,
955,7,1,0,6,0,
956,10,0,0,10,0,
957,5,1,0,12,1,
958,8,5,0,10,0,
959,8,4,0,18,1,
960,8,3,0,12,1,
961,11,1,2,5,1,
962,9,2,0,10,1,
963,5,1,0,8,3,
964,10,3,1,6,1,
965,8,2,0,10,1,
966,14,3,0,11,0,
967,8,1,0,10,1,
968,7,2,0,3,0,
969,7,1,1,5,2,
970,5,0,0,3,3,
971,8,2,0,8,1,
972,11,2,0,10,2,
973,5,2,0,8,0,
974,6,1,1,4,0,
975,7,1,0,12,0,
976,5,2,0,9,2,
977,4,2,0,16,1,
978,9,7,0,16,1,
979,5,2,0,12,3,
980,10,4,0,6,0,
981,7,2,1,7,2,
982,8,3,0,10,1,
983,5,7,0,8,0,
984,4,6,0,8,0,
985,5,4,0,17,2,
986,8,2,0,11,0,
987,5,5,1,10,0,
988,10,2,0,8,0,
989,9,1,0,12,2,
990,8,6,0,13,1,
991,11,1,0,9,0,
992,9,2,0,12,2,
993,8,0,0,10,1,
994,6,3,0,9,0,
995,7,2,2,8,0,
996,8,0,2,10,1,
997,6,2,1,15,2,
998,5,2,0,12,0,
999,7,2,0,9,1,
