0,7,2,
1,8,1,
2,6,2,
3,11,0,
4,4,1,
5,5,5,
6,3,1,
7,6,4,
8,9,3,
9,7,3,
10,7,3,
11,4,2,
12,6,2,
13,6,3,
14,4,5,
15,9,5,
16,5,3,
17,13,0,
18,8,0,
19,7,1,
20,3,4,
21,4,1,
22,9,2,
23,12,2,
24,5,3,
25,7,1,
26,10,2,
27,9,1,
28,7,3,
29,8,2,
30,3,1,
31,12,2,
32,3,4,
33,6,3,
34,7,6,
35,7,1,
36,3,3,
37,4,5,
38,6,2,
39,7,3,
40,2,2,
41,5,4,
42,9,0,
43,10,0,
44,14,3,
45,4,1,
46,6,2,
47,6,4,
48,7,2,
49,2,2,
50,7,2,
51,12,4,
52,7,0,
53,4,4,
54,7,1,
55,6,2,
56,4,4,
57,5,1,
58,12,2,
59,7,2,
60,11,6,
61,5,1,
62,4,3,
63,5,1,
64,4,2,
65,8,3,
66,8,3,
67,8,3,
68,5,1,
69,8,3,
70,10,1,
71,10,4,
72,1,1,
73,6,2,
74,5,4,
75,5,2,
76,5,2,
77,10,4,
78,5,0,
79,3,2,
80,4,2,
81,8,2,
82,6,1,
83,7,3,
84,8,2,
85,5,4,
86,10,0,
87,4,2,
88,6,0,
89,4,3,
90,6,2,
91,9,1,
92,5,2,
93,6,4,
94,4,2,
95,5,1,
96,6,1,
97,4,4,
98,3,4,
99,6,3,
100,7,4,
101,7,1,
102,7,7,
103,3,3,
104,10,2,
105,9,0,
106,4,1,
107,6,2,
108,6,0,
109,8,4,
110,5,3,
111,6,0,
112,4,1,
113,6,3,
114,4,1,
115,9,2,
116,8,1,
117,2,4,
118,1,5,
119,11,0,
120,2,0,
121,9,3,
122,8,1,
123,9,1,
124,12,1,
125,8,1,
126,12,3,
127,4,0,
128,6,2,
129,5,1,
130,7,1,
131,4,2,
132,7,1,
133,10,2,
134,7,0,
135,4,5,
136,6,3,
137,4,2,
138,3,2,
139,9,3,
140,4,5,
141,3,2,
142,5,0,
143,5,3,
144,6,2,
145,11,1,
146,1,3,
147,3,1,
148,5,4,
149,4,0,
150,6,3,
151,7,3,
152,7,3,
153,5,3,
154,9,6,
155,4,2,
156,7,6,
157,7,5,
158,4,1,
159,8,3,
160,4,2,
161,5,1,
162,5,3,
163,6,2,
164,7,3,
165,8,1,
166,3,5,
167,14,1,
168,5,6,
169,4,6,
170,10,0,
171,10,3,
172,2,4,
173,11,1,
174,5,2,
175,9,5,
176,9,3,
177,7,0,
178,2,1,
179,10,2,
180,4,2,
181,7,0,
182,6,6,
183,2,0,
184,5,4,
185,5,4,
186,7,4,
187,5,2,
188,5,4,
189,6,2,
190,8,3,
191,7,3,
192,5,2,
193,6,3,
194,6,2,
195,4,1,
196,3,1,
197,5,2,
198,8,1,
199,8,3,
200,5,6,
201,5,3,
202,9,1,
203,5,4,
204,7,1,
205,3,3,
206,11,5,
207,7,0,
208,2,1,
209,2,3,
210,16,3,
211,3,3,
212,6,6,
213,3,2,
214,7,3,
215,9,0,
216,4,1,
217,9,4,
218,8,3,
219,7,1,
220,9,2,
221,8,0,
222,7,1,
223,10,6,
224,9,4,
225,6,2,
226,5,3,
227,4,1,
228,5,1,
229,6,3,
230,7,0,
231,3,2,
232,7,3,
233,9,3,
234,5,2,
235,6,3,
236,10,5,
237,5,4,
238,7,3,
239,6,4,
240,13,2,
241,7,4,
242,5,6,
243,6,3,
244,16,1,
245,3,1,
246,3,1,
247,7,2,
248,4,4,
249,8,0,
250,3,1,
251,4,0,
252,8,4,
253,4,3,
254,5,3,
255,8,1,
256,6,4,
257,8,3,
258,7,5,
259,9,2,
260,3,3,
261,9,4,
262,9,3,
263,8,3,
264,10,0,
265,5,1,
266,9,1,
267,6,3,
