Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
20,0.09974372850351239,0.005367213685380208,0.1000810005237507,0.09699590018911027,0.10794574160400043,0.10226823634000068,0.10699164407774905,0.0997368823374375,0.09802959930943671,0.09722117392000014,0.10044163260307788,0.08772547413056048
21,0.09977179895420271,0.005367229724352799,0.1000810005237507,0.09699590018911027,0.10794574160400043,0.10226823634000068,0.10699164407774905,0.09988781491278927,0.09803171815600059,0.09738113319311018,0.10044163260307788,0.08769316794243812
22,0.09959428854671308,0.0053715964841139574,0.10042648045943992,0.09699590018911027,0.10794574160400043,0.10230824270887838,0.10698404093635938,0.0991005150336984,0.0986811917397501,0.09721610686909662,0.09859149798435919,0.08769316794243812
23,0.0996357782052531,0.005308344352173601,0.10042648045943992,0.09989851027974911,0.10794574160400043,0.10103404334649882,0.10698404093635938,0.09921923970339688,0.09792461147689821,0.09656797590400072,0.09866397039974947,0.08769316794243812
24,0.09963990955950673,0.005138058540335681,0.10062317770709678,0.09989722129278926,0.10794574160400043,0.10152555350529631,0.10575789044099965,0.09924868167303899,0.09783405300030928,0.09721178942693852,0.09866181900215987,0.08769316794243812
25,0.09949316409593735,0.005115876961877812,0.10062317770709678,0.09989722129278926,0.10794574160400043,0.10075988404478949,0.10550123121710978,0.09922625100244081,0.09791461391500092,0.09675740580207645,0.09866181900215987,0.08764429537190974
26,0.09945028143884391,0.004963471309066341,0.10090705446704126,0.09989722129278926,0.10725128215193902,0.10057914457239674,0.10531329786987768,0.09920005143993803,0.09768149814959019,0.09736715007079724,0.09866181900215987,0.08764429537190974
27,0.09962722225510742,0.004994406237163245,0.10090705446704126,0.09999477543824031,0.10725128215193902,0.1013383706862406,0.10538976689743858,0.09938640561993803,0.0988091357875766,0.09671925597100067,0.09883188015974932,0.08764429537190974
28,0.09938781396345517,0.0047074868530020955,0.10029985029093826,0.09687108849243678,0.10725128215193902,0.10094565209093699,0.10538976689743858,0.09921904105679852,0.09877186832844077,0.09736715007079724,0.09883188015974932,0.08893056009507642
29,0.0992835683342012,0.004646897353480396,0.10029985029093826,0.09686976234267622,0.10623092943477645,0.10148298282974891,0.10576208348943791,0.09921923970339688,0.09845781294119121,0.09671925597100067,0.09883188015974932,0.08896188617909633
30,0.09904043607742458,0.004850549997935699,0.10029985029093826,0.09412012188747698,0.10623092943477645,0.10152328321647727,0.10576208348943791,0.09920618027379843,0.0985626754230975,0.09690547041939732,0.09883188015974932,0.08896188617909633
31,0.09908671333372478,0.004817951349749777,0.09994378645478937,0.09412012188747698,0.10623092943477645,0.1007784648467905,0.10576208348943791,0.09930854695379697,0.1000239635119366,0.09690547041939732,0.09883188015974932,0.08896188617909633
32,0.0990577020985472,0.005002558414268985,0.09994378645478937,0.09406598155689654,0.10734127629837606,0.10032661845743802,0.10593254079693731,0.09916668876776072,0.09963706632110854,0.0970795662783097,0.09812160987475932,0.08896188617909633
33,0.09948210110355175,0.004834085441566304,0.09994378645478937,0.09501735367038944,0.10784297605009804,0.10041991355509686,0.10593254079693731,0.09931101033104067,0.09989500238589762,0.09755332692278962,0.09928122074923916,0.08962388011923966
34,0.09949885783086351,0.004622487909089886,0.09993332973110942,0.09522934286617715,0.10723300119743645,0.09849108982899664,0.10593254079693731,0.10129503384159048,0.0998078404999995,0.09755332692278962,0.09928122074923916,0.09023185187435949
35,0.09983524359452886,0.004960877104868765,0.09993332973110942,0.09522934286617715,0.10880410186609642,0.09984255097975046,0.10593254079693731,0.10127700063916013,0.09986391089031062,0.09690547041939732,0.1005326256651595,0.09003156209119026
36,0.09989171953961366,0.005001510856108871,0.09993332973110942,0.09522934286617715,0.10888725705317817,0.09928208127524021,0.10593254079693731,0.10214697681443637,0.09986191282439857,0.0970795662783097,0.1005326256651595,0.09003156209119026
37,0.09979343943333756,0.00508553507752569,0.10000353134807667,0.09522934286617715,0.10888725705317817,0.09748571635311015,0.10593254079693731,0.10275893787635958,0.09999331400487708,0.0970795662783097,0.1005326256651595,0.09003156209119026
38,0.09944149422973349,0.0054344052369930005,0.10000353134807667,0.09575695220631085,0.10871435653844089,0.09691778873615885,0.10593254079693731,0.1028051326999779,0.09983485334459713,0.09529772389597764,0.1005326256651595,0.08861943706569789
39,0.09926911428573573,0.005616706801686213,0.0999418234371592,0.09575695220631085,0.10871435653844089,0.09674042041796098,0.10605586957617809,0.102833229624177,0.09998858194129759,0.09353683911843845,0.1005036329316964,0.08861943706569789
