Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4,Run-5,Run-6,Run-7,Run-8,Run-9
0,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
1,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
2,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
3,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
4,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
5,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
6,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
7,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
8,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
9,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
10,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
11,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
12,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
13,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
14,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
15,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
16,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
17,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
18,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
19,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
20,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
21,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
22,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
23,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
24,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
25,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
26,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
27,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
28,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
29,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
30,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
31,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
32,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
33,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
34,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
35,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
36,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
37,4.089348970190732,NaN,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315,4.0893489701907315
