nodenum,AVG(dlV)CloudDistrueper0,AVG(dlV)FFDistrueper0,AVG(dlV)CloudDistrueper1,AVG(dlV)FFDistrueper1,FDistruelevel1per0beta0.0,FDistruelevel1per0beta0.1,FDistruelevel1per0beta0.2,FDistruelevel1per0beta0.3,FDistruelevel1per0beta0.4,FDistruelevel1per0beta0.5,FDistruelevel1per0beta0.6,FDistruelevel1per0beta0.7,FDistruelevel1per0beta0.8,FDistruelevel1per0beta0.9,FDistruelevel1per0beta1.0,FDistruelevel1per1beta0.0,FDistruelevel1per1beta0.1,FDistruelevel1per1beta0.2,FDistruelevel1per1beta0.3,FDistruelevel1per1beta0.4,FDistruelevel1per1beta0.5,FDistruelevel1per1beta0.6,FDistruelevel1per1beta0.7,FDistruelevel1per1beta0.8,FDistruelevel1per1beta0.9,FDistruelevel1per1beta1.0,
1000,0.0,0.6119940029985007,0.0,0.6211663066954644,0.604047976011994,0.6058470764617692,0.6049475262368815,0.6049475262368815,0.6049475262368815,0.6049475262368815,0.6049475262368815,0.6049475262368815,0.6049475262368815,0.6049475262368815,0.6055472263868066,0.614254859611231,0.6155507559395248,0.6146868250539956,0.6151187904967602,0.614254859611231,0.6138228941684665,0.6168466522678185,0.6138228941684665,0.6155507559395248,0.6172786177105831,0.6138228941684665,
