nodenum,AVG(SD)CloudDistrueper0,AVG(SD)FFDistrueper0,AVG(SD)CloudDistrueper1,AVG(SD)FFDistrueper1,FDistruelevel1per0beta0.0,FDistruelevel1per0beta0.1,FDistruelevel1per0beta0.2,FDistruelevel1per0beta0.3,FDistruelevel1per0beta0.4,FDistruelevel1per0beta0.5,FDistruelevel1per0beta0.6,FDistruelevel1per0beta0.7,FDistruelevel1per0beta0.8,FDistruelevel1per0beta0.9,FDistruelevel1per0beta1.0,FDistruelevel1per1beta0.0,FDistruelevel1per1beta0.1,FDistruelevel1per1beta0.2,FDistruelevel1per1beta0.3,FDistruelevel1per1beta0.4,FDistruelevel1per1beta0.5,FDistruelevel1per1beta0.6,FDistruelevel1per1beta0.7,FDistruelevel1per1beta0.8,FDistruelevel1per1beta0.9,FDistruelevel1per1beta1.0,
1000,0.0,0.03148221198151754,0.0,0.1615114147401693,0.029766604264627915,0.030114588092664728,0.030056166211856427,0.030022363669450217,0.030022363669450217,0.030022363669450217,0.030022363669450217,0.030022363669450217,0.030022363669450217,0.030022363669450217,0.030009585674231294,0.12419779306475712,0.125789933798826,0.12612426586909836,0.1261019592378505,0.12636312368081506,0.12611136600326747,0.12657410741135577,0.12608737842245796,0.1267586541855992,0.1270614363908122,0.1261937670774491,
